file,species,score,identity
SiteB_20250529_060632.wav,Phylloscopus trochilus,0.39,TRUE
SiteB_20250630_053142.wav,Phylloscopus trochilus,0.51,TRUE
SiteB_20250528_061954.wav,Phylloscopus trochilus,0.65,FALSE
SiteB_20250603_044009.wav,Phylloscopus trochilus,0.65,TRUE
SiteB_20250605_091525.wav,Phylloscopus trochilus,0.81,TRUE
SiteB_20250603_060019.wav,Phylloscopus trochilus,0.9,TRUE
SiteB_20250510_090746.wav,Phylloscopus trochilus,0.86,TRUE
SiteB_20250520_063852.wav,Phylloscopus trochilus,0.69,TRUE
SiteB_20250612_051659.wav,Phylloscopus trochilus,0.99,TRUE
SiteB_20250603_052213.wav,Phylloscopus trochilus,0.69,TRUE
SiteB_20250603_070945.wav,Phylloscopus trochilus,0.55,FALSE
SiteB_20250521_042149.wav,Phylloscopus trochilus,0.62,FALSE
SiteB_20250523_073432.wav,Phylloscopus trochilus,0.14,FALSE
SiteB_20250513_064954.wav,Phylloscopus trochilus,0.32,FALSE
SiteB_20250525_065230.wav,Phylloscopus trochilus,0.27,TRUE
SiteB_20250520_071126.wav,Phylloscopus trochilus,0.14,TRUE
SiteB_20250531_062545.wav,Phylloscopus trochilus,0.45,TRUE
SiteB_20250605_041928.wav,Phylloscopus trochilus,0.48,TRUE
SiteB_20250530_090625.wav,Phylloscopus trochilus,0.12,FALSE
SiteB_20250529_075028.wav,Phylloscopus trochilus,0.36,FALSE
SiteB_20250618_062313.wav,Phylloscopus trochilus,0.4,TRUE
SiteB_20250508_091526.wav,Phylloscopus trochilus,0.94,TRUE
SiteB_20250610_063620.wav,Phylloscopus trochilus,0.87,TRUE
SiteB_20250522_075507.wav,Phylloscopus trochilus,0.53,TRUE
SiteB_20250602_081448.wav,Phylloscopus trochilus,0.6,TRUE
SiteB_20250604_095257.wav,Phylloscopus trochilus,0.89,TRUE
SiteB_20250609_043014.wav,Phylloscopus trochilus,0.27,FALSE
SiteB_20250607_043847.wav,Phylloscopus trochilus,0.33,FALSE
SiteB_20250510_095204.wav,Phylloscopus trochilus,0.61,TRUE
SiteB_20250606_042258.wav,Phylloscopus trochilus,1,TRUE
SiteB_20250606_081346.wav,Phylloscopus trochilus,0.36,FALSE
SiteB_20250516_080632.wav,Phylloscopus trochilus,0.71,TRUE
SiteB_20250619_080033.wav,Phylloscopus trochilus,0.35,TRUE
SiteB_20250521_044657.wav,Phylloscopus trochilus,0.75,FALSE
SiteB_20250517_082648.wav,Phylloscopus trochilus,0.55,TRUE
SiteB_20250526_072600.wav,Phylloscopus trochilus,0.48,FALSE
SiteB_20250606_071846.wav,Phylloscopus trochilus,0.66,TRUE
SiteB_20250613_092710.wav,Phylloscopus trochilus,0.34,FALSE
SiteB_20250620_043505.wav,Phylloscopus trochilus,0.23,FALSE
SiteB_20250616_093828.wav,Phylloscopus trochilus,0.89,FALSE
SiteB_20250521_055325.wav,Phylloscopus trochilus,0.21,FALSE
SiteB_20250617_093018.wav,Phylloscopus trochilus,0.11,TRUE
SiteB_20250502_072315.wav,Phylloscopus trochilus,0.17,FALSE
SiteB_20250522_071004.wav,Phylloscopus trochilus,0.76,TRUE
SiteB_20250602_064630.wav,Phylloscopus trochilus,0.65,TRUE
SiteB_20250620_065727.wav,Phylloscopus trochilus,0.42,FALSE
SiteB_20250613_072644.wav,Phylloscopus trochilus,0.24,TRUE
SiteB_20250518_092056.wav,Phylloscopus trochilus,0.76,FALSE
SiteB_20250601_073246.wav,Phylloscopus trochilus,0.21,TRUE
SiteB_20250528_044951.wav,Phylloscopus trochilus,0.98,TRUE
SiteB_20250513_082551.wav,Phylloscopus trochilus,0.37,FALSE
SiteB_20250627_072208.wav,Phylloscopus trochilus,0.33,TRUE
SiteB_20250620_053340.wav,Phylloscopus trochilus,0.32,FALSE
SiteB_20250522_094614.wav,Phylloscopus trochilus,0.52,TRUE
SiteB_20250601_052742.wav,Phylloscopus trochilus,0.26,FALSE
SiteB_20250530_041539.wav,Phylloscopus trochilus,0.81,FALSE
SiteB_20250604_040055.wav,Phylloscopus trochilus,0.19,FALSE
SiteB_20250528_045828.wav,Phylloscopus trochilus,0.48,TRUE
SiteB_20250511_054526.wav,Phylloscopus trochilus,0.31,FALSE
SiteB_20250523_045202.wav,Phylloscopus trochilus,0.85,TRUE
SiteB_20250604_095006.wav,Phylloscopus trochilus,0.35,TRUE
SiteB_20250512_095849.wav,Phylloscopus trochilus,0.68,TRUE
SiteB_20250615_061605.wav,Phylloscopus trochilus,0.64,TRUE
SiteB_20250516_045609.wav,Phylloscopus trochilus,0.49,TRUE
SiteB_20250612_042042.wav,Phylloscopus trochilus,0.48,TRUE
SiteB_20250602_091438.wav,Phylloscopus trochilus,0.65,FALSE
SiteB_20250603_090920.wav,Phylloscopus trochilus,0.62,FALSE
SiteB_20250513_090023.wav,Phylloscopus trochilus,0.45,TRUE
SiteB_20250502_093246.wav,Phylloscopus trochilus,0.33,FALSE
SiteB_20250611_094104.wav,Phylloscopus trochilus,0.81,TRUE
SiteB_20250515_070028.wav,Phylloscopus trochilus,0.65,TRUE
SiteB_20250530_085925.wav,Phylloscopus trochilus,0.42,FALSE
SiteB_20250523_064205.wav,Phylloscopus trochilus,0.77,TRUE
SiteB_20250601_084339.wav,Phylloscopus trochilus,0.68,TRUE
SiteB_20250523_043030.wav,Phylloscopus trochilus,0.11,TRUE
SiteB_20250510_054447.wav,Phylloscopus trochilus,0.12,TRUE
SiteB_20250616_051656.wav,Phylloscopus trochilus,0.79,TRUE
SiteB_20250520_090917.wav,Phylloscopus trochilus,0.65,TRUE
SiteB_20250519_053609.wav,Phylloscopus trochilus,0.52,TRUE
SiteB_20250612_091130.wav,Phylloscopus trochilus,0.41,FALSE
SiteB_20250615_094431.wav,Phylloscopus trochilus,0.82,TRUE
SiteB_20250523_084209.wav,Phylloscopus trochilus,0.62,FALSE
SiteB_20250523_040640.wav,Phylloscopus trochilus,0.11,FALSE
SiteB_20250506_072315.wav,Turdus philomelos,0.75,TRUE
SiteB_20250514_050949.wav,Turdus philomelos,0.58,TRUE
SiteB_20250513_060925.wav,Turdus philomelos,0.77,TRUE
SiteB_20250527_062857.wav,Turdus philomelos,0.47,FALSE
SiteB_20250524_051702.wav,Turdus philomelos,0.28,FALSE
SiteB_20250505_052749.wav,Turdus philomelos,0.2,FALSE
SiteB_20250509_045537.wav,Turdus philomelos,0.38,FALSE
SiteB_20250513_041349.wav,Turdus philomelos,0.25,FALSE
SiteB_20250511_045018.wav,Turdus philomelos,0.6,TRUE
SiteB_20250524_041826.wav,Turdus philomelos,0.49,TRUE
SiteB_20250426_051921.wav,Turdus philomelos,0.16,FALSE
SiteB_20250425_052055.wav,Turdus philomelos,0.23,FALSE
SiteB_20250430_061240.wav,Turdus philomelos,0.72,TRUE
SiteB_20250504_070913.wav,Turdus philomelos,0.35,TRUE
SiteB_20250530_050618.wav,Turdus philomelos,0.88,TRUE
SiteB_20250608_065930.wav,Turdus philomelos,0.35,TRUE
SiteB_20250518_052155.wav,Turdus philomelos,0.65,TRUE
SiteB_20250426_092342.wav,Turdus philomelos,0.58,FALSE
SiteB_20250530_045750.wav,Turdus philomelos,0.18,FALSE
SiteB_20250515_074242.wav,Turdus philomelos,0.49,FALSE
SiteB_20250423_081659.wav,Turdus philomelos,0.78,TRUE
SiteB_20250520_064033.wav,Turdus philomelos,0.44,FALSE
SiteB_20250430_095640.wav,Turdus philomelos,0.63,TRUE
SiteB_20250509_055813.wav,Turdus philomelos,0.61,TRUE
SiteB_20250505_074856.wav,Turdus philomelos,0.14,FALSE
SiteB_20250418_074827.wav,Turdus philomelos,0.53,TRUE
SiteB_20250519_093055.wav,Turdus philomelos,0.94,TRUE
SiteB_20250427_062428.wav,Turdus philomelos,0.21,FALSE
SiteB_20250506_082720.wav,Turdus philomelos,0.82,TRUE
SiteB_20250429_051252.wav,Turdus philomelos,0.46,FALSE
SiteB_20250417_054626.wav,Turdus philomelos,0.94,TRUE
SiteB_20250510_060833.wav,Turdus philomelos,0.79,TRUE
SiteB_20250428_064736.wav,Turdus philomelos,0.98,TRUE
SiteB_20250521_061856.wav,Turdus philomelos,0.76,TRUE
SiteB_20250501_075703.wav,Turdus philomelos,0.28,FALSE
SiteB_20250514_042235.wav,Turdus philomelos,0.18,FALSE
SiteB_20250514_051720.wav,Turdus philomelos,0.69,TRUE
SiteB_20250512_081632.wav,Turdus philomelos,0.92,TRUE
SiteB_20250501_082901.wav,Turdus philomelos,0.87,TRUE
SiteB_20250429_085836.wav,Turdus philomelos,0.75,TRUE
SiteB_20250520_050300.wav,Turdus philomelos,0.82,TRUE
SiteB_20250430_055026.wav,Turdus philomelos,0.81,TRUE
SiteB_20250518_093815.wav,Turdus philomelos,0.93,TRUE
SiteB_20250512_094532.wav,Turdus philomelos,0.54,TRUE
SiteB_20250509_051047.wav,Turdus philomelos,0.89,TRUE
SiteB_20250626_084426.wav,Turdus philomelos,0.35,TRUE
SiteB_20250423_054741.wav,Turdus philomelos,0.36,FALSE
SiteB_20250515_075959.wav,Turdus philomelos,0.27,FALSE
SiteB_20250510_074400.wav,Turdus philomelos,0.43,TRUE
SiteB_20250430_084400.wav,Turdus philomelos,0.21,FALSE
SiteB_20250512_055720.wav,Turdus philomelos,0.45,TRUE
SiteB_20250520_071426.wav,Turdus philomelos,0.82,TRUE
SiteB_20250514_054732.wav,Turdus philomelos,0.64,TRUE
SiteB_20250514_091403.wav,Turdus philomelos,0.12,FALSE
SiteB_20250505_050803.wav,Turdus philomelos,0.73,TRUE
SiteB_20250516_043324.wav,Turdus philomelos,0.89,TRUE
SiteB_20250503_090547.wav,Turdus philomelos,0.9,TRUE
SiteB_20250415_050745.wav,Turdus philomelos,0.32,TRUE
SiteB_20250509_073547.wav,Turdus philomelos,0.66,TRUE
SiteB_20250515_093256.wav,Turdus philomelos,0.26,FALSE
SiteB_20250519_062253.wav,Turdus philomelos,0.4,FALSE
SiteB_20250525_045150.wav,Turdus philomelos,0.48,TRUE
SiteB_20250422_071310.wav,Turdus philomelos,0.84,TRUE
SiteB_20250502_070137.wav,Turdus philomelos,0.47,TRUE
SiteB_20250501_075514.wav,Turdus philomelos,0.12,FALSE
SiteB_20250605_062012.wav,Turdus philomelos,0.17,FALSE
SiteB_20250424_092449.wav,Turdus philomelos,0.96,TRUE
SiteB_20250515_074443.wav,Turdus philomelos,0.63,TRUE
SiteB_20250512_061635.wav,Turdus philomelos,0.83,TRUE
SiteB_20250424_072937.wav,Turdus philomelos,0.46,FALSE
SiteB_20250429_044617.wav,Turdus philomelos,0.1,FALSE
SiteB_20250515_051216.wav,Turdus philomelos,0.37,TRUE
SiteB_20250510_051439.wav,Turdus philomelos,0.59,TRUE
SiteB_20250509_094351.wav,Turdus philomelos,0.45,FALSE
SiteB_20250608_073454.wav,Turdus philomelos,0.65,TRUE
SiteB_20250521_071836.wav,Turdus philomelos,0.64,TRUE
SiteB_20250509_080940.wav,Turdus philomelos,0.6,TRUE
SiteB_20250501_041322.wav,Turdus philomelos,0.89,TRUE
SiteB_20250506_083249.wav,Turdus philomelos,0.84,TRUE
SiteB_20250603_053902.wav,Turdus philomelos,0.52,TRUE
SiteB_20250506_092046.wav,Turdus philomelos,0.14,FALSE
SiteB_20250513_083444.wav,Turdus philomelos,0.74,TRUE
SiteB_20250518_075448.wav,Turdus philomelos,0.95,TRUE
SiteB_20250422_053500.wav,Turdus philomelos,0.59,FALSE
SiteB_20250513_073105.wav,Turdus philomelos,0.62,FALSE
SiteC_20250524_044501.wav,Phylloscopus trochilus,0.33,TRUE
SiteC_20250601_082056.wav,Phylloscopus trochilus,0.27,FALSE
SiteC_20250517_081529.wav,Phylloscopus trochilus,0.94,TRUE
SiteC_20250524_094000.wav,Phylloscopus trochilus,0.97,TRUE
SiteC_20250525_073004.wav,Phylloscopus trochilus,0.53,TRUE
SiteC_20250610_060910.wav,Phylloscopus trochilus,0.55,TRUE
SiteC_20250523_063927.wav,Phylloscopus trochilus,0.32,FALSE
SiteC_20250525_093412.wav,Phylloscopus trochilus,0.99,TRUE
SiteC_20250509_062440.wav,Phylloscopus trochilus,0.87,TRUE
SiteC_20250530_065105.wav,Phylloscopus trochilus,0.48,TRUE
SiteC_20250518_055615.wav,Phylloscopus trochilus,0.64,TRUE
SiteC_20250521_091427.wav,Phylloscopus trochilus,0.12,TRUE
SiteC_20250620_091458.wav,Phylloscopus trochilus,0.91,TRUE
SiteC_20250608_060919.wav,Phylloscopus trochilus,0.61,TRUE
SiteC_20250529_055642.wav,Phylloscopus trochilus,0.25,TRUE
SiteC_20250525_041322.wav,Phylloscopus trochilus,0.79,TRUE
SiteC_20250525_092450.wav,Phylloscopus trochilus,0.52,FALSE
SiteC_20250617_043537.wav,Phylloscopus trochilus,0.23,FALSE
SiteC_20250529_080847.wav,Phylloscopus trochilus,0.65,TRUE
SiteC_20250524_074024.wav,Phylloscopus trochilus,0.17,FALSE
SiteC_20250606_045838.wav,Phylloscopus trochilus,0.95,TRUE
SiteC_20250627_062628.wav,Phylloscopus trochilus,0.4,FALSE
SiteC_20250523_075617.wav,Phylloscopus trochilus,0.95,TRUE
SiteC_20250512_060318.wav,Phylloscopus trochilus,0.67,TRUE
SiteC_20250525_043451.wav,Phylloscopus trochilus,0.31,FALSE
SiteC_20250602_085843.wav,Phylloscopus trochilus,0.65,FALSE
SiteC_20250526_071839.wav,Phylloscopus trochilus,0.91,TRUE
SiteC_20250527_052406.wav,Phylloscopus trochilus,0.13,TRUE
SiteC_20250603_041815.wav,Phylloscopus trochilus,0.63,TRUE
SiteC_20250607_071321.wav,Phylloscopus trochilus,0.92,TRUE
SiteC_20250610_054306.wav,Phylloscopus trochilus,0.16,FALSE
SiteC_20250522_091943.wav,Phylloscopus trochilus,0.87,FALSE
SiteC_20250416_052949.wav,Phylloscopus trochilus,0.15,FALSE
SiteC_20250526_084132.wav,Phylloscopus trochilus,0.33,TRUE
SiteC_20250609_062009.wav,Phylloscopus trochilus,0.52,FALSE
SiteC_20250604_093209.wav,Phylloscopus trochilus,0.17,FALSE
SiteC_20250425_090929.wav,Phylloscopus trochilus,0.27,TRUE
SiteC_20250611_081410.wav,Phylloscopus trochilus,0.74,TRUE
SiteC_20250501_063123.wav,Phylloscopus trochilus,0.66,TRUE
SiteC_20250517_090214.wav,Phylloscopus trochilus,0.8,TRUE
SiteC_20250415_055455.wav,Phylloscopus trochilus,0.18,TRUE
SiteC_20250614_064219.wav,Phylloscopus trochilus,0.32,TRUE
SiteC_20250603_064417.wav,Phylloscopus trochilus,0.43,TRUE
SiteC_20250519_041339.wav,Phylloscopus trochilus,0.35,FALSE
SiteC_20250422_060615.wav,Phylloscopus trochilus,0.78,TRUE
SiteC_20250612_065656.wav,Phylloscopus trochilus,0.7,TRUE
SiteC_20250601_093516.wav,Phylloscopus trochilus,0.75,TRUE
SiteC_20250603_045438.wav,Phylloscopus trochilus,0.58,TRUE
SiteC_20250603_092848.wav,Phylloscopus trochilus,0.73,TRUE
SiteC_20250601_095311.wav,Phylloscopus trochilus,0.7,TRUE
SiteC_20250613_063332.wav,Phylloscopus trochilus,0.89,TRUE
SiteC_20250422_055612.wav,Phylloscopus trochilus,0.27,FALSE
SiteC_20250529_040604.wav,Phylloscopus trochilus,0.2,FALSE
SiteC_20250522_093538.wav,Phylloscopus trochilus,0.82,TRUE
SiteC_20250521_081905.wav,Phylloscopus trochilus,0.85,TRUE
SiteC_20250429_054329.wav,Phylloscopus trochilus,0.93,TRUE
SiteC_20250501_041720.wav,Turdus philomelos,0.21,FALSE
SiteC_20250504_090218.wav,Turdus philomelos,0.76,TRUE
SiteC_20250629_043039.wav,Turdus philomelos,0.34,FALSE
SiteC_20250510_072602.wav,Turdus philomelos,0.22,TRUE
SiteC_20250429_041842.wav,Turdus philomelos,0.26,FALSE
SiteC_20250503_092958.wav,Turdus philomelos,0.7,TRUE
SiteC_20250515_052134.wav,Turdus philomelos,0.77,TRUE
SiteC_20250628_073332.wav,Turdus philomelos,0.13,FALSE
SiteC_20250422_050909.wav,Turdus philomelos,0.65,TRUE
SiteC_20250507_052305.wav,Turdus philomelos,0.96,TRUE
SiteC_20250429_040645.wav,Turdus philomelos,0.49,FALSE
SiteC_20250508_040440.wav,Turdus philomelos,0.75,TRUE
SiteC_20250515_050112.wav,Turdus philomelos,0.39,TRUE
SiteC_20250601_060150.wav,Turdus philomelos,0.25,FALSE
SiteC_20250626_070623.wav,Turdus philomelos,0.2,FALSE
SiteC_20250503_072246.wav,Turdus philomelos,0.64,TRUE
SiteC_20250516_065652.wav,Turdus philomelos,0.52,FALSE
SiteC_20250508_071350.wav,Turdus philomelos,0.54,TRUE
SiteC_20250509_083758.wav,Turdus philomelos,0.3,FALSE
SiteC_20250630_091507.wav,Turdus philomelos,0.12,FALSE
SiteC_20250428_040452.wav,Turdus philomelos,0.96,TRUE
SiteC_20250506_062521.wav,Turdus philomelos,0.37,FALSE
SiteC_20250515_065558.wav,Turdus philomelos,0.86,TRUE
SiteC_20250502_085001.wav,Turdus philomelos,0.34,TRUE
SiteC_20250508_060535.wav,Turdus philomelos,0.25,FALSE
SiteC_20250511_065639.wav,Turdus philomelos,0.52,TRUE
SiteC_20250515_053222.wav,Turdus philomelos,0.27,FALSE
SiteC_20250430_080354.wav,Turdus philomelos,0.28,FALSE
SiteC_20250427_091450.wav,Turdus philomelos,0.3,FALSE
SiteC_20250509_055307.wav,Turdus philomelos,0.7,TRUE
SiteC_20250507_060157.wav,Turdus philomelos,0.67,FALSE
SiteC_20250507_091413.wav,Turdus philomelos,0.16,FALSE
SiteC_20250515_063639.wav,Turdus philomelos,0.84,TRUE
SiteC_20250512_053656.wav,Turdus philomelos,0.24,FALSE
SiteC_20250508_051609.wav,Turdus philomelos,0.71,FALSE
SiteC_20250513_055318.wav,Turdus philomelos,0.43,FALSE
SiteC_20250503_072047.wav,Turdus philomelos,0.46,FALSE
SiteC_20250511_053920.wav,Turdus philomelos,0.73,TRUE
SiteC_20250502_040541.wav,Turdus philomelos,0.25,FALSE
SiteC_20250531_081902.wav,Turdus philomelos,0.31,FALSE
SiteC_20250510_043306.wav,Turdus philomelos,0.44,TRUE
SiteC_20250518_084956.wav,Turdus philomelos,0.46,TRUE
SiteC_20250507_091453.wav,Turdus philomelos,0.57,FALSE
SiteC_20250513_075714.wav,Turdus philomelos,0.73,TRUE
SiteC_20250505_074919.wav,Turdus philomelos,0.71,TRUE
SiteC_20250426_052949.wav,Turdus philomelos,0.76,TRUE
SiteC_20250513_050940.wav,Turdus philomelos,0.24,FALSE
SiteC_20250504_053956.wav,Turdus philomelos,0.73,TRUE
SiteC_20250625_054221.wav,Turdus philomelos,0.13,FALSE
SiteC_20250521_050500.wav,Turdus philomelos,0.37,FALSE
SiteC_20250520_040242.wav,Turdus philomelos,0.58,TRUE
SiteC_20250510_044729.wav,Turdus philomelos,0.94,TRUE
SiteC_20250517_060448.wav,Turdus philomelos,0.25,FALSE
SiteC_20250505_074152.wav,Turdus philomelos,0.68,TRUE
SiteC_20250430_053659.wav,Turdus philomelos,0.53,FALSE
SiteC_20250515_054521.wav,Turdus philomelos,0.5,TRUE
SiteC_20250427_055106.wav,Turdus philomelos,0.63,TRUE
SiteD_20250501_053259.wav,Erithacus rubecula,0.68,TRUE
SiteD_20250503_044207.wav,Erithacus rubecula,0.51,TRUE
SiteD_20250425_080126.wav,Erithacus rubecula,0.52,TRUE
SiteD_20250418_084321.wav,Erithacus rubecula,0.98,TRUE
SiteD_20250421_040414.wav,Erithacus rubecula,0.92,TRUE
SiteD_20250421_050614.wav,Erithacus rubecula,0.77,FALSE
SiteD_20250417_095956.wav,Erithacus rubecula,0.22,FALSE
SiteD_20250425_054159.wav,Erithacus rubecula,0.61,TRUE
SiteD_20250428_092618.wav,Erithacus rubecula,0.84,TRUE
SiteD_20250429_051745.wav,Erithacus rubecula,0.59,FALSE
SiteD_20250422_065726.wav,Erithacus rubecula,0.34,FALSE
SiteD_20250430_041848.wav,Erithacus rubecula,0.3,FALSE
SiteD_20250425_074218.wav,Erithacus rubecula,0.57,TRUE
SiteD_20250422_071638.wav,Erithacus rubecula,0.38,FALSE
SiteD_20250419_094752.wav,Erithacus rubecula,0.12,FALSE
SiteD_20250421_050926.wav,Erithacus rubecula,0.74,TRUE
SiteD_20250421_041706.wav,Erithacus rubecula,0.34,FALSE
SiteD_20250530_074815.wav,Erithacus rubecula,0.88,TRUE
SiteD_20250423_090537.wav,Erithacus rubecula,0.67,TRUE
SiteD_20250428_093955.wav,Erithacus rubecula,0.3,FALSE
SiteD_20250422_094030.wav,Erithacus rubecula,0.91,TRUE
SiteD_20250424_085100.wav,Erithacus rubecula,0.91,TRUE
SiteD_20250424_051053.wav,Erithacus rubecula,0.93,TRUE
SiteD_20250504_085354.wav,Erithacus rubecula,0.99,TRUE
SiteD_20250501_045227.wav,Erithacus rubecula,0.65,FALSE
SiteD_20250424_061724.wav,Erithacus rubecula,0.24,FALSE
SiteD_20250505_050109.wav,Erithacus rubecula,0.5,TRUE
SiteD_20250502_090107.wav,Erithacus rubecula,0.74,TRUE
SiteD_20250423_061028.wav,Erithacus rubecula,0.58,TRUE
SiteD_20250426_080445.wav,Erithacus rubecula,0.58,TRUE
SiteD_20250430_070952.wav,Erithacus rubecula,0.73,TRUE
SiteD_20250421_092448.wav,Erithacus rubecula,0.93,TRUE
SiteD_20250419_093626.wav,Erithacus rubecula,0.48,FALSE
SiteD_20250506_055124.wav,Erithacus rubecula,0.92,TRUE
SiteD_20250415_061150.wav,Erithacus rubecula,0.7,TRUE
SiteD_20250418_051217.wav,Erithacus rubecula,0.28,FALSE
SiteD_20250502_051034.wav,Erithacus rubecula,0.14,FALSE
SiteD_20250428_083003.wav,Erithacus rubecula,0.37,FALSE
SiteD_20250601_094626.wav,Erithacus rubecula,0.62,TRUE
SiteD_20250423_081953.wav,Erithacus rubecula,0.4,TRUE
SiteD_20250418_051807.wav,Erithacus rubecula,0.51,FALSE
SiteD_20250423_080433.wav,Erithacus rubecula,0.51,TRUE
SiteD_20250428_095712.wav,Erithacus rubecula,0.53,TRUE
SiteD_20250425_062426.wav,Erithacus rubecula,0.63,TRUE
SiteD_20250420_071128.wav,Erithacus rubecula,0.55,TRUE
SiteD_20250430_081753.wav,Erithacus rubecula,0.56,TRUE
SiteD_20250425_080606.wav,Erithacus rubecula,0.47,FALSE
SiteD_20250422_070201.wav,Erithacus rubecula,0.7,TRUE
SiteD_20250503_055417.wav,Erithacus rubecula,0.21,FALSE
SiteD_20250513_080019.wav,Erithacus rubecula,0.91,TRUE
SiteD_20250428_084603.wav,Erithacus rubecula,0.8,TRUE
SiteD_20250505_050848.wav,Erithacus rubecula,0.66,TRUE
SiteD_20250420_065425.wav,Erithacus rubecula,0.25,FALSE
SiteD_20250418_040157.wav,Erithacus rubecula,0.49,FALSE
SiteD_20250508_054449.wav,Erithacus rubecula,0.38,TRUE
SiteD_20250421_040814.wav,Erithacus rubecula,0.74,TRUE
SiteD_20250504_063508.wav,Erithacus rubecula,0.16,FALSE
SiteD_20250427_093449.wav,Erithacus rubecula,0.79,TRUE
SiteD_20250506_084452.wav,Erithacus rubecula,0.16,FALSE
SiteD_20250424_065724.wav,Erithacus rubecula,0.88,FALSE
SiteD_20250423_054630.wav,Erithacus rubecula,0.26,FALSE
SiteD_20250429_075708.wav,Erithacus rubecula,0.77,TRUE
SiteD_20250522_054228.wav,Phylloscopus trochilus,0.44,FALSE
SiteD_20250605_054855.wav,Phylloscopus trochilus,0.26,TRUE
SiteD_20250606_050115.wav,Phylloscopus trochilus,0.19,TRUE
SiteD_20250603_092857.wav,Phylloscopus trochilus,0.72,TRUE
SiteD_20250522_064633.wav,Phylloscopus trochilus,0.22,FALSE
SiteD_20250514_071745.wav,Phylloscopus trochilus,0.81,TRUE
SiteD_20250606_081422.wav,Phylloscopus trochilus,0.24,FALSE
SiteD_20250526_090308.wav,Phylloscopus trochilus,0.55,TRUE
SiteD_20250502_064133.wav,Phylloscopus trochilus,0.33,FALSE
SiteD_20250603_095405.wav,Phylloscopus trochilus,0.48,TRUE
SiteD_20250521_080247.wav,Phylloscopus trochilus,0.7,TRUE
SiteD_20250603_084150.wav,Phylloscopus trochilus,0.63,TRUE
SiteD_20250618_043104.wav,Phylloscopus trochilus,0.57,TRUE
SiteD_20250520_075650.wav,Phylloscopus trochilus,0.67,TRUE
SiteD_20250602_085949.wav,Phylloscopus trochilus,0.96,TRUE
SiteD_20250515_070208.wav,Phylloscopus trochilus,0.87,TRUE
SiteD_20250609_075143.wav,Phylloscopus trochilus,0.46,TRUE
SiteD_20250527_073928.wav,Phylloscopus trochilus,0.69,TRUE
SiteD_20250502_041204.wav,Phylloscopus trochilus,0.89,TRUE
SiteD_20250630_052855.wav,Phylloscopus trochilus,0.39,TRUE
SiteD_20250619_050023.wav,Phylloscopus trochilus,0.77,FALSE
SiteD_20250602_045321.wav,Phylloscopus trochilus,0.7,TRUE
SiteD_20250603_055828.wav,Phylloscopus trochilus,0.61,FALSE
SiteD_20250531_070434.wav,Phylloscopus trochilus,0.51,TRUE
SiteD_20250508_053753.wav,Phylloscopus trochilus,0.52,FALSE
SiteD_20250602_041711.wav,Phylloscopus trochilus,0.15,FALSE
SiteD_20250615_074739.wav,Phylloscopus trochilus,0.11,FALSE
SiteD_20250526_050155.wav,Phylloscopus trochilus,0.17,TRUE
SiteD_20250611_052215.wav,Phylloscopus trochilus,0.32,TRUE
SiteD_20250418_074418.wav,Phylloscopus trochilus,0.69,TRUE
SiteD_20250504_042231.wav,Phylloscopus trochilus,0.94,TRUE
SiteD_20250524_071742.wav,Phylloscopus trochilus,0.66,FALSE
SiteD_20250614_085151.wav,Phylloscopus trochilus,0.27,FALSE
SiteD_20250527_045351.wav,Phylloscopus trochilus,0.94,TRUE
SiteD_20250615_084212.wav,Phylloscopus trochilus,0.37,FALSE
SiteD_20250524_082741.wav,Phylloscopus trochilus,0.88,TRUE
SiteD_20250603_082227.wav,Phylloscopus trochilus,0.79,FALSE
SiteD_20250601_050300.wav,Phylloscopus trochilus,0.44,FALSE
SiteD_20250524_043558.wav,Phylloscopus trochilus,0.13,FALSE
SiteD_20250518_053700.wav,Phylloscopus trochilus,0.32,FALSE
SiteD_20250531_085009.wav,Phylloscopus trochilus,0.5,TRUE
SiteD_20250604_041716.wav,Phylloscopus trochilus,0.52,TRUE
SiteD_20250525_072510.wav,Phylloscopus trochilus,0.7,TRUE
SiteD_20250529_065545.wav,Phylloscopus trochilus,0.7,TRUE
SiteD_20250529_075926.wav,Phylloscopus trochilus,0.76,FALSE
SiteD_20250523_055932.wav,Phylloscopus trochilus,0.25,FALSE
SiteD_20250522_092349.wav,Phylloscopus trochilus,0.78,TRUE
SiteD_20250603_040547.wav,Phylloscopus trochilus,0.68,TRUE
SiteD_20250605_091321.wav,Phylloscopus trochilus,0.65,TRUE
SiteD_20250529_043517.wav,Phylloscopus trochilus,0.14,FALSE
SiteD_20250430_063618.wav,Phylloscopus trochilus,0.24,TRUE
SiteD_20250528_044149.wav,Phylloscopus trochilus,0.22,FALSE
SiteD_20250618_070950.wav,Phylloscopus trochilus,0.98,TRUE
SiteD_20250512_042830.wav,Phylloscopus trochilus,0.11,FALSE
SiteD_20250529_041149.wav,Phylloscopus trochilus,0.88,TRUE
SiteD_20250514_041456.wav,Phylloscopus trochilus,0.89,TRUE
SiteD_20250504_050511.wav,Phylloscopus trochilus,0.35,TRUE
SiteD_20250606_094559.wav,Phylloscopus trochilus,0.57,TRUE
SiteD_20250520_090616.wav,Phylloscopus trochilus,0.38,TRUE
SiteD_20250512_063204.wav,Phylloscopus trochilus,0.2,TRUE
