file,species,score
SiteA_20250528_073322.wav,Fringilla coelebs,0.92
SiteA_20250529_075723.wav,Phylloscopus trochilus,0.42
SiteA_20250529_065609.wav,Phylloscopus trochilus,0.86
SiteA_20250529_053850.wav,Phylloscopus trochilus,0.83
SiteA_20250529_072242.wav,Phylloscopus trochilus,0.21
SiteA_20250529_090747.wav,Phylloscopus trochilus,0.74
SiteA_20250529_091028.wav,Phylloscopus trochilus,0.31
SiteA_20250529_060923.wav,Phylloscopus trochilus,0.17
SiteA_20250529_084133.wav,Phylloscopus trochilus,0.94
SiteA_20250529_060303.wav,Fringilla coelebs,0.26
SiteA_20250529_085206.wav,Fringilla coelebs,0.12
SiteA_20250529_073839.wav,Fringilla coelebs,0.57
SiteA_20250530_050019.wav,Phylloscopus trochilus,0.48
SiteA_20250530_082616.wav,Phylloscopus trochilus,0.63
SiteA_20250530_063102.wav,Phylloscopus trochilus,0.83
SiteA_20250530_062040.wav,Phylloscopus trochilus,0.28
SiteA_20250530_095820.wav,Phylloscopus trochilus,0.51
SiteA_20250530_041431.wav,Phylloscopus trochilus,0.5
SiteA_20250530_065750.wav,Fringilla coelebs,0.85
SiteA_20250530_061238.wav,Fringilla coelebs,0.9
SiteA_20250530_082847.wav,Fringilla coelebs,0.96
SiteA_20250530_053020.wav,Fringilla coelebs,0.6
SiteA_20250531_090427.wav,Phylloscopus trochilus,0.53
SiteA_20250531_051406.wav,Phylloscopus trochilus,0.33
SiteA_20250531_082436.wav,Phylloscopus trochilus,0.14
SiteA_20250531_060055.wav,Phylloscopus trochilus,0.67
SiteA_20250531_082850.wav,Phylloscopus trochilus,0.59
SiteA_20250531_063603.wav,Fringilla coelebs,0.62
SiteA_20250531_090246.wav,Fringilla coelebs,0.25
SiteA_20250601_081204.wav,Phylloscopus trochilus,0.42
SiteA_20250601_065028.wav,Phylloscopus trochilus,0.86
SiteA_20250601_074739.wav,Phylloscopus trochilus,0.33
SiteA_20250601_074258.wav,Phylloscopus trochilus,0.12
SiteA_20250601_064842.wav,Phylloscopus trochilus,0.88
SiteA_20250601_043113.wav,Phylloscopus trochilus,0.4
SiteA_20250601_074554.wav,Phylloscopus trochilus,0.67
SiteA_20250601_042336.wav,Fringilla coelebs,0.27
SiteA_20250601_090405.wav,Fringilla coelebs,0.49
SiteA_20250601_061655.wav,Fringilla coelebs,0.67
SiteA_20250602_095811.wav,Phylloscopus trochilus,0.76
SiteA_20250602_082258.wav,Phylloscopus trochilus,0.54
SiteA_20250602_090251.wav,Phylloscopus trochilus,0.45
SiteA_20250602_061519.wav,Phylloscopus trochilus,0.11
SiteA_20250602_073143.wav,Phylloscopus trochilus,0.1
SiteA_20250602_094029.wav,Phylloscopus trochilus,1
SiteA_20250602_062603.wav,Phylloscopus trochilus,0.2
SiteA_20250602_093044.wav,Phylloscopus trochilus,0.48
SiteA_20250602_045425.wav,Phylloscopus trochilus,0.75
SiteA_20250602_071140.wav,Fringilla coelebs,0.65
SiteA_20250602_044029.wav,Fringilla coelebs,0.78
SiteA_20250602_055309.wav,Fringilla coelebs,0.86
SiteA_20250602_050200.wav,Fringilla coelebs,0.65
SiteA_20250602_065209.wav,Fringilla coelebs,0.81
SiteA_20250602_041145.wav,Fringilla coelebs,0.12
SiteA_20250603_060808.wav,Phylloscopus trochilus,0.68
SiteA_20250603_075209.wav,Phylloscopus trochilus,0.93
SiteA_20250603_041603.wav,Phylloscopus trochilus,0.26
SiteA_20250603_065242.wav,Phylloscopus trochilus,0.38
SiteA_20250603_073723.wav,Phylloscopus trochilus,0.82
SiteA_20250603_054006.wav,Phylloscopus trochilus,0.99
SiteA_20250603_055813.wav,Phylloscopus trochilus,0.39
SiteA_20250603_062349.wav,Phylloscopus trochilus,0.1
SiteA_20250603_072501.wav,Phylloscopus trochilus,0.99
SiteA_20250603_070022.wav,Phylloscopus trochilus,0.23
SiteA_20250603_061039.wav,Phylloscopus trochilus,0.14
SiteA_20250603_042209.wav,Fringilla coelebs,0.58
SiteA_20250603_075244.wav,Fringilla coelebs,0.82
SiteA_20250603_081953.wav,Fringilla coelebs,0.16
SiteA_20250604_050239.wav,Phylloscopus trochilus,0.35
SiteA_20250604_065300.wav,Phylloscopus trochilus,0.32
SiteA_20250604_060614.wav,Phylloscopus trochilus,0.24
SiteA_20250604_052122.wav,Phylloscopus trochilus,0.16
SiteA_20250604_083734.wav,Phylloscopus trochilus,0.6
SiteA_20250604_054649.wav,Phylloscopus trochilus,0.54
SiteA_20250604_070445.wav,Phylloscopus trochilus,0.54
SiteA_20250604_051913.wav,Phylloscopus trochilus,0.9
SiteA_20250604_085537.wav,Phylloscopus trochilus,0.13
SiteA_20250604_081730.wav,Phylloscopus trochilus,0.28
SiteA_20250604_054356.wav,Phylloscopus trochilus,0.56
SiteA_20250604_052957.wav,Phylloscopus trochilus,0.31
SiteA_20250604_052928.wav,Fringilla coelebs,0.61
SiteA_20250604_085640.wav,Fringilla coelebs,0.23
SiteA_20250604_064715.wav,Fringilla coelebs,0.23
SiteA_20250604_045855.wav,Fringilla coelebs,0.47
SiteA_20250605_082238.wav,Phylloscopus trochilus,0.92
SiteA_20250605_043052.wav,Phylloscopus trochilus,0.83
SiteA_20250605_044913.wav,Phylloscopus trochilus,0.71
SiteA_20250605_043822.wav,Phylloscopus trochilus,0.83
SiteA_20250605_054119.wav,Phylloscopus trochilus,0.22
SiteA_20250605_063719.wav,Phylloscopus trochilus,0.33
SiteA_20250605_084438.wav,Phylloscopus trochilus,0.4
SiteA_20250605_074702.wav,Phylloscopus trochilus,0.47
SiteA_20250605_095501.wav,Fringilla coelebs,0.33
SiteA_20250605_053724.wav,Fringilla coelebs,0.84
SiteA_20250605_074041.wav,Fringilla coelebs,0.11
SiteA_20250605_080854.wav,Fringilla coelebs,0.69
SiteA_20250605_045650.wav,Fringilla coelebs,0.83
SiteA_20250605_065259.wav,Fringilla coelebs,0.52
SiteA_20250605_083723.wav,Fringilla coelebs,0.28
SiteA_20250606_040623.wav,Phylloscopus trochilus,0.92
SiteA_20250606_072945.wav,Phylloscopus trochilus,0.94
SiteA_20250606_064753.wav,Phylloscopus trochilus,0.59
SiteA_20250606_080722.wav,Phylloscopus trochilus,0.3
SiteA_20250606_084607.wav,Phylloscopus trochilus,0.54
SiteA_20250606_065633.wav,Erithacus rubecula,0.47
SiteA_20250606_092000.wav,Fringilla coelebs,0.35
SiteA_20250606_090135.wav,Fringilla coelebs,0.43
SiteA_20250606_092822.wav,Fringilla coelebs,0.33
SiteA_20250607_045835.wav,Phylloscopus trochilus,0.21
SiteA_20250607_062325.wav,Phylloscopus trochilus,0.14
SiteA_20250607_052754.wav,Phylloscopus trochilus,0.34
SiteA_20250607_062619.wav,Phylloscopus trochilus,0.97
SiteA_20250607_082902.wav,Phylloscopus trochilus,0.54
SiteA_20250607_082401.wav,Fringilla coelebs,0.7
SiteA_20250607_054921.wav,Fringilla coelebs,0.14
SiteA_20250607_094211.wav,Fringilla coelebs,0.73
SiteA_20250607_054249.wav,Fringilla coelebs,0.43
SiteA_20250607_055536.wav,Fringilla coelebs,0.9
SiteA_20250607_095504.wav,Fringilla coelebs,0.8
SiteA_20250607_090951.wav,Fringilla coelebs,0.23
SiteA_20250608_043654.wav,Phylloscopus trochilus,0.63
SiteA_20250608_060918.wav,Phylloscopus trochilus,0.61
SiteA_20250608_084835.wav,Phylloscopus trochilus,0.72
SiteA_20250608_065409.wav,Fringilla coelebs,0.99
SiteA_20250608_055124.wav,Fringilla coelebs,0.77
SiteA_20250608_072202.wav,Fringilla coelebs,0.17
SiteA_20250608_052749.wav,Fringilla coelebs,0.51
SiteA_20250608_072720.wav,Fringilla coelebs,0.15
SiteA_20250608_083643.wav,Fringilla coelebs,0.41
SiteA_20250608_095947.wav,Fringilla coelebs,0.76
SiteA_20250609_042107.wav,Phylloscopus trochilus,0.52
SiteA_20250609_062252.wav,Phylloscopus trochilus,0.75
SiteA_20250609_080024.wav,Phylloscopus trochilus,0.7
SiteA_20250609_095020.wav,Phylloscopus trochilus,0.61
SiteA_20250609_050338.wav,Phylloscopus trochilus,0.73
SiteA_20250609_094951.wav,Phylloscopus trochilus,0.69
SiteA_20250609_044853.wav,Phylloscopus trochilus,0.36
SiteA_20250609_060746.wav,Fringilla coelebs,0.76
SiteA_20250609_083542.wav,Fringilla coelebs,0.65
SiteA_20250609_055414.wav,Fringilla coelebs,0.21
SiteA_20250609_065204.wav,Fringilla coelebs,0.6
SiteA_20250609_042007.wav,Fringilla coelebs,0.34
SiteA_20250609_044135.wav,Fringilla coelebs,0.91
SiteA_20250609_054754.wav,Fringilla coelebs,0.11
SiteA_20250609_052639.wav,Fringilla coelebs,0.31
SiteA_20250609_043944.wav,Fringilla coelebs,0.22
SiteA_20250609_064502.wav,Fringilla coelebs,0.39
SiteA_20250609_051505.wav,Fringilla coelebs,0.75
SiteA_20250610_063035.wav,Turdus philomelos,0.74
SiteA_20250610_042118.wav,Turdus philomelos,0.55
SiteA_20250610_052459.wav,Phylloscopus trochilus,0.95
SiteA_20250610_063648.wav,Phylloscopus trochilus,0.21
SiteA_20250610_091530.wav,Phylloscopus trochilus,0.17
SiteA_20250610_062425.wav,Phylloscopus trochilus,0.9
SiteA_20250610_054239.wav,Fringilla coelebs,0.68
SiteA_20250610_051424.wav,Fringilla coelebs,0.52
SiteA_20250610_084218.wav,Fringilla coelebs,0.66
SiteA_20250611_061917.wav,Phylloscopus trochilus,0.2
SiteA_20250611_093125.wav,Phylloscopus trochilus,0.56
SiteA_20250611_081351.wav,Fringilla coelebs,0.25
SiteA_20250611_040842.wav,Fringilla coelebs,0.79
SiteA_20250611_055459.wav,Fringilla coelebs,0.57
SiteA_20250611_053541.wav,Fringilla coelebs,0.87
SiteA_20250612_042714.wav,Fringilla coelebs,0.67
SiteA_20250612_093427.wav,Fringilla coelebs,0.2
SiteA_20250612_043239.wav,Fringilla coelebs,0.93
SiteA_20250612_065447.wav,Fringilla coelebs,0.71
SiteA_20250612_071914.wav,Fringilla coelebs,0.23
SiteA_20250612_043716.wav,Fringilla coelebs,0.77
SiteA_20250612_045243.wav,Fringilla coelebs,0.95
SiteA_20250612_092407.wav,Fringilla coelebs,0.48
SiteA_20250612_081115.wav,Fringilla coelebs,0.37
SiteA_20250612_053616.wav,Fringilla coelebs,0.33
SiteA_20250612_051633.wav,Fringilla coelebs,0.3
SiteA_20250613_054532.wav,Phylloscopus trochilus,0.7
SiteA_20250613_083418.wav,Phylloscopus trochilus,0.59
SiteA_20250613_092626.wav,Phylloscopus trochilus,0.83
SiteA_20250613_084621.wav,Phylloscopus trochilus,0.78
SiteA_20250613_075540.wav,Phylloscopus trochilus,0.12
SiteA_20250613_042826.wav,Fringilla coelebs,0.82
SiteA_20250613_074657.wav,Fringilla coelebs,0.93
SiteA_20250613_085427.wav,Fringilla coelebs,0.59
SiteA_20250614_043533.wav,Turdus philomelos,0.63
SiteA_20250614_040529.wav,Phylloscopus trochilus,0.56
SiteA_20250614_060302.wav,Phylloscopus trochilus,0.79
SiteA_20250614_065423.wav,Phylloscopus trochilus,0.91
SiteA_20250614_094200.wav,Phylloscopus trochilus,0.84
SiteA_20250614_061458.wav,Fringilla coelebs,0.15
SiteA_20250614_053238.wav,Fringilla coelebs,0.88
SiteA_20250615_070040.wav,Phylloscopus trochilus,0.96
SiteA_20250615_063048.wav,Phylloscopus trochilus,0.63
SiteA_20250615_054325.wav,Fringilla coelebs,0.39
SiteA_20250615_095510.wav,Fringilla coelebs,0.83
SiteA_20250615_095934.wav,Fringilla coelebs,0.14
SiteA_20250615_085841.wav,Fringilla coelebs,0.43
SiteA_20250615_050116.wav,Fringilla coelebs,0.87
SiteA_20250615_095131.wav,Fringilla coelebs,0.73
SiteA_20250615_065144.wav,Fringilla coelebs,0.72
SiteA_20250616_043346.wav,Phylloscopus trochilus,0.22
SiteA_20250616_085041.wav,Phylloscopus trochilus,0.81
SiteA_20250616_061312.wav,Erithacus rubecula,0.28
SiteA_20250616_044613.wav,Fringilla coelebs,0.64
SiteA_20250616_071119.wav,Fringilla coelebs,0.96
SiteA_20250616_070005.wav,Fringilla coelebs,0.24
SiteA_20250616_084624.wav,Fringilla coelebs,0.57
SiteA_20250616_075814.wav,Fringilla coelebs,0.89
SiteA_20250616_054823.wav,Fringilla coelebs,0.88
SiteA_20250616_051630.wav,Fringilla coelebs,0.12
SiteA_20250616_045035.wav,Fringilla coelebs,0.98
SiteA_20250616_074322.wav,Fringilla coelebs,0.54
SiteA_20250616_090100.wav,Fringilla coelebs,0.45
SiteA_20250617_045825.wav,Fringilla coelebs,0.41
SiteA_20250617_090636.wav,Fringilla coelebs,0.47
SiteA_20250617_052657.wav,Fringilla coelebs,0.37
SiteA_20250617_052844.wav,Fringilla coelebs,0.6
SiteA_20250617_051400.wav,Fringilla coelebs,0.24
SiteA_20250617_050212.wav,Fringilla coelebs,0.96
SiteA_20250617_041416.wav,Fringilla coelebs,0.14
SiteA_20250618_051255.wav,Phylloscopus trochilus,0.68
SiteA_20250618_095802.wav,Phylloscopus trochilus,0.16
SiteA_20250618_050450.wav,Phylloscopus trochilus,0.47
SiteA_20250618_083915.wav,Phylloscopus trochilus,0.48
SiteA_20250618_051423.wav,Fringilla coelebs,0.66
SiteA_20250618_061317.wav,Fringilla coelebs,0.23
SiteA_20250618_090116.wav,Fringilla coelebs,0.92
SiteA_20250618_083532.wav,Fringilla coelebs,0.61
SiteA_20250618_050122.wav,Fringilla coelebs,0.59
SiteA_20250618_073250.wav,Fringilla coelebs,0.21
SiteA_20250618_085303.wav,Fringilla coelebs,0.79
SiteA_20250618_095809.wav,Fringilla coelebs,0.53
SiteA_20250619_073835.wav,Erithacus rubecula,0.34
SiteA_20250619_042215.wav,Fringilla coelebs,0.68
SiteA_20250619_052306.wav,Fringilla coelebs,0.95
SiteA_20250619_051205.wav,Fringilla coelebs,0.11
SiteA_20250619_071457.wav,Fringilla coelebs,0.42
SiteA_20250619_073303.wav,Fringilla coelebs,0.48
SiteA_20250619_081422.wav,Fringilla coelebs,0.51
SiteA_20250620_045114.wav,Phylloscopus trochilus,0.66
SiteA_20250620_051934.wav,Phylloscopus trochilus,0.91
SiteA_20250620_061944.wav,Phylloscopus trochilus,0.78
SiteA_20250620_052115.wav,Fringilla coelebs,0.27
SiteA_20250620_085359.wav,Fringilla coelebs,0.49
SiteA_20250620_055847.wav,Fringilla coelebs,0.18
SiteA_20250620_043137.wav,Fringilla coelebs,0.3
SiteA_20250620_092301.wav,Fringilla coelebs,0.61
SiteA_20250621_081239.wav,Phylloscopus trochilus,0.85
SiteA_20250621_085818.wav,Fringilla coelebs,0.74
SiteA_20250621_070923.wav,Fringilla coelebs,0.2
SiteA_20250621_070251.wav,Fringilla coelebs,0.35
SiteA_20250621_090526.wav,Fringilla coelebs,0.63
SiteA_20250621_073050.wav,Fringilla coelebs,0.24
SiteA_20250621_075757.wav,Fringilla coelebs,0.87
SiteA_20250621_045934.wav,Fringilla coelebs,0.86
SiteA_20250622_072039.wav,Phylloscopus trochilus,0.37
SiteA_20250622_083335.wav,Phylloscopus trochilus,0.16
SiteA_20250622_073639.wav,Fringilla coelebs,0.41
SiteA_20250622_085512.wav,Fringilla coelebs,0.27
SiteA_20250622_062147.wav,Fringilla coelebs,0.56
SiteA_20250622_054510.wav,Fringilla coelebs,0.12
SiteA_20250622_075354.wav,Fringilla coelebs,0.8
SiteA_20250622_071706.wav,Fringilla coelebs,0.6
SiteA_20250622_060452.wav,Fringilla coelebs,0.68
SiteA_20250623_095859.wav,Fringilla coelebs,0.63
SiteA_20250623_055512.wav,Fringilla coelebs,0.46
SiteA_20250623_065711.wav,Fringilla coelebs,0.83
SiteA_20250623_065625.wav,Fringilla coelebs,0.39
SiteA_20250623_083619.wav,Fringilla coelebs,0.62
SiteA_20250623_081651.wav,Fringilla coelebs,0.51
SiteA_20250623_072850.wav,Fringilla coelebs,0.34
SiteA_20250623_050833.wav,Fringilla coelebs,0.6
SiteA_20250623_054632.wav,Fringilla coelebs,0.31
SiteA_20250623_094932.wav,Fringilla coelebs,0.59
SiteA_20250624_064531.wav,Fringilla coelebs,0.23
SiteA_20250624_093324.wav,Fringilla coelebs,0.6
SiteA_20250624_080336.wav,Fringilla coelebs,0.48
SiteA_20250624_053134.wav,Fringilla coelebs,0.5
SiteA_20250624_052610.wav,Fringilla coelebs,0.85
SiteA_20250624_052800.wav,Fringilla coelebs,0.75
SiteA_20250624_055532.wav,Fringilla coelebs,0.51
SiteA_20250624_050712.wav,Fringilla coelebs,0.57
SiteA_20250625_040221.wav,Fringilla coelebs,0.88
SiteA_20250625_090313.wav,Fringilla coelebs,0.99
SiteA_20250626_051627.wav,Phylloscopus trochilus,0.9
SiteA_20250626_040115.wav,Fringilla coelebs,0.35
SiteA_20250626_070923.wav,Fringilla coelebs,0.69
SiteA_20250626_091733.wav,Fringilla coelebs,0.32
SiteA_20250626_092331.wav,Fringilla coelebs,0.36
SiteA_20250626_040422.wav,Fringilla coelebs,0.74
SiteA_20250626_080450.wav,Fringilla coelebs,0.75
SiteA_20250626_092806.wav,Fringilla coelebs,0.26
SiteA_20250627_041656.wav,Fringilla coelebs,0.6
SiteA_20250627_082159.wav,Fringilla coelebs,0.22
SiteA_20250627_070037.wav,Fringilla coelebs,0.98
SiteA_20250627_041356.wav,Fringilla coelebs,0.61
SiteA_20250627_091154.wav,Fringilla coelebs,0.81
SiteA_20250627_044505.wav,Fringilla coelebs,0.86
SiteA_20250627_052728.wav,Fringilla coelebs,0.89
SiteA_20250627_075058.wav,Fringilla coelebs,0.82
SiteA_20250628_041419.wav,Fringilla coelebs,0.48
SiteA_20250628_041829.wav,Fringilla coelebs,0.42
SiteA_20250629_062424.wav,Fringilla coelebs,0.78
SiteA_20250629_052058.wav,Fringilla coelebs,0.34
SiteA_20250629_042439.wav,Fringilla coelebs,0.2
SiteA_20250629_051407.wav,Fringilla coelebs,0.13
SiteA_20250629_042845.wav,Fringilla coelebs,0.83
SiteA_20250630_074955.wav,Phylloscopus trochilus,0.17
SiteA_20250630_053932.wav,Fringilla coelebs,0.76
SiteA_20250630_054943.wav,Fringilla coelebs,0.78
SiteA_20250630_051743.wav,Fringilla coelebs,0.99
SiteB_20250415_050745.wav,Turdus philomelos,0.32
SiteB_20250416_084815.wav,Fringilla coelebs,0.58
SiteB_20250417_054626.wav,Turdus philomelos,0.94
SiteB_20250417_055427.wav,Phylloscopus trochilus,0.69
SiteB_20250418_074827.wav,Turdus philomelos,0.53
SiteB_20250418_094225.wav,Turdus philomelos,0.45
SiteB_20250419_073614.wav,Turdus philomelos,0.94
SiteB_20250420_073352.wav,Fringilla coelebs,0.14
SiteB_20250421_083244.wav,Phylloscopus trochilus,0.61
SiteB_20250422_053500.wav,Turdus philomelos,0.59
SiteB_20250422_071310.wav,Turdus philomelos,0.84
SiteB_20250423_081659.wav,Turdus philomelos,0.78
SiteB_20250423_055133.wav,Turdus philomelos,0.44
SiteB_20250423_054741.wav,Turdus philomelos,0.36
SiteB_20250424_072937.wav,Turdus philomelos,0.46
SiteB_20250424_073358.wav,Turdus philomelos,0.17
SiteB_20250424_092449.wav,Turdus philomelos,0.96
SiteB_20250424_042331.wav,Turdus philomelos,0.3
SiteB_20250425_045332.wav,Turdus philomelos,0.4
SiteB_20250425_052055.wav,Turdus philomelos,0.23
SiteB_20250425_042357.wav,Turdus philomelos,0.92
SiteB_20250426_092342.wav,Turdus philomelos,0.58
SiteB_20250426_045637.wav,Turdus philomelos,0.43
SiteB_20250426_051921.wav,Turdus philomelos,0.16
SiteB_20250426_055744.wav,Turdus philomelos,0.87
SiteB_20250426_053926.wav,Turdus philomelos,0.56
SiteB_20250426_090438.wav,Turdus philomelos,0.29
SiteB_20250427_062634.wav,Turdus philomelos,0.32
SiteB_20250427_062428.wav,Turdus philomelos,0.21
SiteB_20250427_075320.wav,Turdus philomelos,0.17
SiteB_20250428_064736.wav,Turdus philomelos,0.98
SiteB_20250428_075428.wav,Turdus philomelos,0.47
SiteB_20250429_055410.wav,Turdus philomelos,0.29
SiteB_20250429_062155.wav,Turdus philomelos,0.59
SiteB_20250429_085836.wav,Turdus philomelos,0.75
SiteB_20250429_051252.wav,Turdus philomelos,0.46
SiteB_20250429_042901.wav,Turdus philomelos,0.18
SiteB_20250429_051812.wav,Turdus philomelos,0.67
SiteB_20250429_044617.wav,Turdus philomelos,0.1
SiteB_20250429_063130.wav,Turdus philomelos,0.29
SiteB_20250429_093821.wav,Phylloscopus trochilus,0.88
SiteB_20250429_073822.wav,Fringilla coelebs,0.22
SiteB_20250430_055026.wav,Turdus philomelos,0.81
SiteB_20250430_061240.wav,Turdus philomelos,0.72
SiteB_20250430_095640.wav,Turdus philomelos,0.63
SiteB_20250430_084400.wav,Turdus philomelos,0.21
SiteB_20250501_075514.wav,Turdus philomelos,0.12
SiteB_20250501_075703.wav,Turdus philomelos,0.28
SiteB_20250501_041322.wav,Turdus philomelos,0.89
SiteB_20250501_054755.wav,Turdus philomelos,0.2
SiteB_20250501_083442.wav,Turdus philomelos,0.97
SiteB_20250501_061840.wav,Turdus philomelos,0.45
SiteB_20250501_082901.wav,Turdus philomelos,0.87
SiteB_20250501_073136.wav,Phylloscopus trochilus,0.54
SiteB_20250502_081508.wav,Turdus philomelos,0.99
SiteB_20250502_075026.wav,Turdus philomelos,0.16
SiteB_20250502_045635.wav,Turdus philomelos,0.24
SiteB_20250502_060111.wav,Turdus philomelos,0.81
SiteB_20250502_065101.wav,Turdus philomelos,0.59
SiteB_20250502_070137.wav,Turdus philomelos,0.47
SiteB_20250502_093246.wav,Phylloscopus trochilus,0.33
SiteB_20250502_040125.wav,Phylloscopus trochilus,0.56
SiteB_20250502_072315.wav,Phylloscopus trochilus,0.17
SiteB_20250502_045712.wav,Phylloscopus trochilus,0.83
SiteB_20250503_040617.wav,Turdus philomelos,0.28
SiteB_20250503_095305.wav,Turdus philomelos,0.95
SiteB_20250503_083344.wav,Turdus philomelos,0.41
SiteB_20250503_055320.wav,Turdus philomelos,0.57
SiteB_20250503_060743.wav,Turdus philomelos,0.2
SiteB_20250503_090547.wav,Turdus philomelos,0.9
SiteB_20250503_061918.wav,Turdus philomelos,0.96
SiteB_20250503_045319.wav,Turdus philomelos,0.14
SiteB_20250503_094119.wav,Turdus philomelos,0.54
SiteB_20250503_070240.wav,Fringilla coelebs,0.58
SiteB_20250504_070913.wav,Turdus philomelos,0.35
SiteB_20250505_074856.wav,Turdus philomelos,0.14
SiteB_20250505_052749.wav,Turdus philomelos,0.2
SiteB_20250505_050803.wav,Turdus philomelos,0.73
SiteB_20250505_044631.wav,Turdus philomelos,0.95
SiteB_20250505_045216.wav,Turdus philomelos,0.38
SiteB_20250505_092620.wav,Turdus philomelos,0.17
SiteB_20250506_082720.wav,Turdus philomelos,0.82
SiteB_20250506_074814.wav,Turdus philomelos,0.35
SiteB_20250506_061735.wav,Turdus philomelos,0.61
SiteB_20250506_092046.wav,Turdus philomelos,0.14
SiteB_20250506_044744.wav,Turdus philomelos,0.27
SiteB_20250506_072315.wav,Turdus philomelos,0.75
SiteB_20250506_083249.wav,Turdus philomelos,0.84
SiteB_20250506_043434.wav,Phylloscopus trochilus,0.61
SiteB_20250507_061508.wav,Turdus philomelos,0.88
SiteB_20250507_094122.wav,Turdus philomelos,0.17
SiteB_20250507_073544.wav,Turdus philomelos,0.32
SiteB_20250507_052004.wav,Turdus philomelos,0.98
SiteB_20250507_055903.wav,Turdus philomelos,0.62
SiteB_20250508_090706.wav,Turdus philomelos,0.23
SiteB_20250508_073056.wav,Turdus philomelos,0.73
SiteB_20250508_044851.wav,Turdus philomelos,0.16
SiteB_20250508_091526.wav,Phylloscopus trochilus,0.94
SiteB_20250508_072135.wav,Phylloscopus trochilus,0.18
SiteB_20250508_053540.wav,Fringilla coelebs,0.12
SiteB_20250508_085535.wav,Fringilla coelebs,0.75
SiteB_20250509_055813.wav,Turdus philomelos,0.61
SiteB_20250509_051047.wav,Turdus philomelos,0.89
SiteB_20250509_080940.wav,Turdus philomelos,0.6
SiteB_20250509_052715.wav,Turdus philomelos,0.76
SiteB_20250509_073547.wav,Turdus philomelos,0.66
SiteB_20250509_045537.wav,Turdus philomelos,0.38
SiteB_20250509_094351.wav,Turdus philomelos,0.45
SiteB_20250509_065907.wav,Turdus philomelos,0.28
SiteB_20250509_090319.wav,Phylloscopus trochilus,0.65
SiteB_20250509_064138.wav,Phylloscopus trochilus,0.78
SiteB_20250509_094929.wav,Phylloscopus trochilus,0.61
SiteB_20250510_051439.wav,Turdus philomelos,0.59
SiteB_20250510_094324.wav,Turdus philomelos,0.41
SiteB_20250510_065805.wav,Turdus philomelos,0.56
SiteB_20250510_090111.wav,Turdus philomelos,0.83
SiteB_20250510_085944.wav,Turdus philomelos,0.57
SiteB_20250510_041835.wav,Turdus philomelos,0.28
SiteB_20250510_091617.wav,Turdus philomelos,0.86
SiteB_20250510_074400.wav,Turdus philomelos,0.43
SiteB_20250510_064514.wav,Turdus philomelos,0.37
SiteB_20250510_060833.wav,Turdus philomelos,0.79
SiteB_20250510_090746.wav,Phylloscopus trochilus,0.86
SiteB_20250510_095204.wav,Phylloscopus trochilus,0.61
SiteB_20250510_054447.wav,Phylloscopus trochilus,0.12
SiteB_20250511_074246.wav,Turdus philomelos,0.85
SiteB_20250511_073606.wav,Turdus philomelos,0.76
SiteB_20250511_045018.wav,Turdus philomelos,0.6
SiteB_20250511_054526.wav,Turdus philomelos,0.17
SiteB_20250511_075552.wav,Turdus philomelos,0.22
SiteB_20250511_090315.wav,Turdus philomelos,0.72
SiteB_20250511_045154.wav,Turdus philomelos,0.19
SiteB_20250511_091246.wav,Turdus philomelos,0.28
SiteB_20250511_040208.wav,Phylloscopus trochilus,0.86
SiteB_20250511_054526.wav,Phylloscopus trochilus,0.31
SiteB_20250511_063515.wav,Fringilla coelebs,0.2
SiteB_20250512_095654.wav,Turdus philomelos,0.33
SiteB_20250512_080409.wav,Turdus philomelos,0.59
SiteB_20250512_095644.wav,Turdus philomelos,0.13
SiteB_20250512_061635.wav,Turdus philomelos,0.83
SiteB_20250512_053359.wav,Turdus philomelos,0.4
SiteB_20250512_081632.wav,Turdus philomelos,0.92
SiteB_20250512_080953.wav,Turdus philomelos,0.42
SiteB_20250512_090302.wav,Turdus philomelos,0.98
SiteB_20250512_055720.wav,Turdus philomelos,0.45
SiteB_20250512_094532.wav,Turdus philomelos,0.54
SiteB_20250512_074823.wav,Phylloscopus trochilus,0.11
SiteB_20250512_095849.wav,Phylloscopus trochilus,0.68
SiteB_20250513_073105.wav,Turdus philomelos,0.62
SiteB_20250513_045752.wav,Turdus philomelos,0.66
SiteB_20250513_050417.wav,Turdus philomelos,0.49
SiteB_20250513_041349.wav,Turdus philomelos,0.25
SiteB_20250513_083444.wav,Turdus philomelos,0.74
SiteB_20250513_060925.wav,Turdus philomelos,0.77
SiteB_20250513_042129.wav,Phylloscopus trochilus,0.58
SiteB_20250513_082551.wav,Phylloscopus trochilus,0.37
SiteB_20250513_040430.wav,Phylloscopus trochilus,0.51
SiteB_20250513_090023.wav,Phylloscopus trochilus,0.45
SiteB_20250513_064954.wav,Phylloscopus trochilus,0.32
SiteB_20250514_044631.wav,Turdus philomelos,0.36
SiteB_20250514_051720.wav,Turdus philomelos,0.69
SiteB_20250514_050949.wav,Turdus philomelos,0.58
SiteB_20250514_054732.wav,Turdus philomelos,0.64
SiteB_20250514_091403.wav,Turdus philomelos,0.12
SiteB_20250514_071603.wav,Turdus philomelos,0.1
SiteB_20250514_041925.wav,Turdus philomelos,0.22
SiteB_20250514_072548.wav,Turdus philomelos,0.12
SiteB_20250514_042235.wav,Turdus philomelos,0.18
